Transportadora;CIDADE ORIGEM;CIDADE DESTINO;UF;Até 10kg;Até 20kg;Até 30kg; Até 40kg ; Até 50kg ; Até 60kg ; Até 70kg ;Até 80kg;Até 90kg;Até 100kg;Até 150kg;TX Embarque;Frete Valor;Frete Peso; TX ADM ;GRIS; GRISS MINIMO ; TDE ; TAXA QUIMICO ; QTDE PRAÇA ;FRAÇÃO;MINIMO; Sigla Praça 
AGEX;São José dos Pinhais;PAULO FRONTIN;PR; R$ 30,32 ; R$ 32,85 ; R$ 32,85 ; R$ 37,90 ; R$ 37,90 ; R$ 40,43 ; R$ 40,43 ; R$ 50,53 ; R$ 50,53 ; R$ 50,53 ;;;0,30%;0,50000;;0,10%;;;;;;;
AGEX;São José dos Pinhais;PIEN;PR; R$ 26,70 ; R$ 32,24 ; R$ 32,24 ; R$ 36,95 ; R$ 36,95 ; R$ 42,78 ; R$ 42,78 ; R$ 47,97 ; R$ 47,97 ; R$ 47,97 ;;;0,30%;0,42000;;0,10%;;;;;; R$ 3,85 ;
AGEX;São José dos Pinhais;PINHAIS;PR; R$ 24,86 ; R$ 29,77 ; R$ 29,77 ; R$ 35,58 ; R$ 35,58 ; R$ 40,33 ; R$ 40,33 ; R$ 45,31 ; R$ 45,31 ; R$ 45,31 ;;;0,30%;0,33000;;0,10%;;;;;; R$ 3,85 ;
AGEX;São José dos Pinhais;PIRAI DO SUL;PR; R$ 26,70 ; R$ 32,24 ; R$ 32,24 ; R$ 36,95 ; R$ 36,95 ; R$ 42,78 ; R$ 42,78 ; R$ 47,97 ; R$ 47,97 ; R$ 47,97 ;;;0,30%;0,42000;;0,10%;;;;;;;
AGEX;São José dos Pinhais;PIRAQUARA;PR; R$ 24,86 ; R$ 29,77 ; R$ 29,77 ; R$ 35,58 ; R$ 35,58 ; R$ 40,33 ; R$ 40,33 ; R$ 45,31 ; R$ 45,31 ; R$ 45,31 ;;;0,30%;0,33000;;0,10%;;;;;; R$ 3,85 ;
AGEX;São José dos Pinhais;PLANALTO;PR; R$ 26,70 ; R$ 32,24 ; R$ 32,24 ; R$ 36,95 ; R$ 36,95 ; R$ 42,78 ; R$ 42,78 ; R$ 47,97 ; R$ 47,97 ; R$ 47,97 ;;;0,30%;0,42000;;0,10%;;;;;; R$ 3,85 ;
AGEX;São José dos Pinhais;PONTA GROSSA;PR; R$ 26,50 ; R$ 28,71 ; R$ 28,71 ; R$ 33,13 ; R$ 33,13 ; R$ 35,34 ; R$ 35,34 ; R$ 44,17 ; R$ 44,17 ; R$ 44,17 ;;;0,30%;0,44000;;0,10%;;;;;; R$ 3,85 ;
AGEX;São José dos Pinhais;REBOUCAS;PR; R$ 26,70 ; R$ 32,24 ; R$ 32,24 ; R$ 36,95 ; R$ 36,95 ; R$ 42,78 ; R$ 42,78 ; R$ 47,97 ; R$ 47,97 ; R$ 47,97 ;;;0,30%;0,42000;;0,10%;;;;;; R$ 3,85 ;
AGEX;São José dos Pinhais;RIBEIRAO CLARO;PR; R$ 26,70 ; R$ 32,24 ; R$ 32,24 ; R$ 36,95 ; R$ 36,95 ; R$ 42,78 ; R$ 42,78 ; R$ 47,97 ; R$ 47,97 ; R$ 47,97 ;;;0,30%;0,42000;;0,10%;;;;;; R$ 3,85 ;
AGEX;São José dos Pinhais;RIO AZUL;PR; R$ 26,70 ; R$ 32,24 ; R$ 32,24 ; R$ 36,95 ; R$ 36,95 ; R$ 42,78 ; R$ 42,78 ; R$ 47,97 ; R$ 47,97 ; R$ 47,97 ;;;0,30%;0,42000;;0,10%;;;;;;;
AGEX;São José dos Pinhais;RIO BRANCO DO SUL;PR; R$ 30,32 ; R$ 32,85 ; R$ 32,85 ; R$ 37,90 ; R$ 37,90 ; R$ 40,43 ; R$ 40,43 ; R$ 50,53 ; R$ 50,53 ; R$ 50,53 ;;;0,30%;0,50000;;0,10%;;;;;; R$ 3,85 ;
AGEX;São José dos Pinhais;RIO NEGRO;PR; R$ 26,70 ; R$ 32,24 ; R$ 32,24 ; R$ 36,95 ; R$ 36,95 ; R$ 42,78 ; R$ 42,78 ; R$ 47,97 ; R$ 47,97 ; R$ 47,97 ;;;0,30%;0,42000;;0,10%;;;;;;;
AGEX;São José dos Pinhais;ROLANDIA;PR; R$ 26,50 ; R$ 28,71 ; R$ 28,71 ; R$ 33,13 ; R$ 33,13 ; R$ 35,34 ; R$ 35,34 ; R$ 44,17 ; R$ 44,17 ; R$ 44,17 ;;;0,30%;0,44000;;0,10%;;;;;; R$ 3,85 ;
AGEX;São José dos Pinhais;SABAUDIA;PR; R$ 24,86 ; R$ 29,77 ; R$ 29,77 ; R$ 35,58 ; R$ 35,58 ; R$ 40,33 ; R$ 40,33 ; R$ 45,31 ; R$ 45,31 ; R$ 45,31 ;;;0,30%;0,33000;;0,10%;;;;;;;
AGEX;São José dos Pinhais;SANTA TEREZA DO OESTE;PR; R$ 26,50 ; R$ 28,71 ; R$ 28,71 ; R$ 33,13 ; R$ 33,13 ; R$ 35,34 ; R$ 35,34 ; R$ 44,17 ; R$ 44,17 ; R$ 44,17 ;;;0,30%;0,44000;;0,10%;;;;;;;
AGEX;São José dos Pinhais;SANTA TEREZINHA DE ITAIPU;PR; R$ 26,50 ; R$ 28,71 ; R$ 28,71 ; R$ 33,13 ; R$ 33,13 ; R$ 35,34 ; R$ 35,34 ; R$ 44,17 ; R$ 44,17 ; R$ 44,17 ;;;0,30%;0,44000;;0,10%;;;;;; R$ 3,85 ;
AGEX;São José dos Pinhais;SANTO ANTONIO DA PLATINA;PR; R$ 26,70 ; R$ 32,24 ; R$ 32,24 ; R$ 36,95 ; R$ 36,95 ; R$ 42,78 ; R$ 42,78 ; R$ 47,97 ; R$ 47,97 ; R$ 47,97 ;;;0,30%;0,42000;;0,10%;;;;;;;
AGEX;São José dos Pinhais;SAO JOSE DOS PINHAIS;PR; R$ 24,86 ; R$ 29,77 ; R$ 29,77 ; R$ 35,58 ; R$ 35,58 ; R$ 40,33 ; R$ 40,33 ; R$ 45,31 ; R$ 45,31 ; R$ 45,31 ;;;0,30%;0,33000;;0,10%;;;;;;;
AGEX;São José dos Pinhais;SAO MATEUS DO SUL;PR; R$ 33,05 ; R$ 35,81 ; R$ 35,81 ; R$ 41,31 ; R$ 41,31 ; R$ 44,07 ; R$ 44,07 ; R$ 55,08 ; R$ 55,08 ; R$ 55,08 ;;;0,30%;0,55000;;0,10%;;;;;; R$ 3,85 ;
AGEX;São José dos Pinhais;SAO MIGUEL DO IGUACU;PR; R$ 26,50 ; R$ 28,71 ; R$ 28,71 ; R$ 33,13 ; R$ 33,13 ; R$ 35,34 ; R$ 35,34 ; R$ 44,17 ; R$ 44,17 ; R$ 44,17 ;;;0,30%;0,44000;;0,10%;;;;;;;
AGEX;São José dos Pinhais;SÃO PAULO;SP; R$ 26,70 ; R$ 32,24 ; R$ 32,24 ; R$ 36,95 ; R$ 36,95 ; R$ 42,78 ; R$ 42,78 ; R$ 47,97 ; R$ 47,97 ; R$ 47,97 ;;;0,30%;0,42000;;0,10%;;;;;;;
AGEX;São José dos Pinhais;SARANDI;PR; R$ 26,50 ; R$ 28,71 ; R$ 28,71 ; R$ 33,13 ; R$ 33,13 ; R$ 35,34 ; R$ 35,34 ; R$ 44,17 ; R$ 44,17 ; R$ 44,17 ;;;0,30%;0,44000;;0,10%;;;;;; R$ 3,85 ;
AGEX;São José dos Pinhais;SERTANOPOLIS;PR; R$ 26,70 ; R$ 32,24 ; R$ 32,24 ; R$ 36,95 ; R$ 36,95 ; R$ 42,78 ; R$ 42,78 ; R$ 47,97 ; R$ 47,97 ; R$ 47,97 ;;;0,30%;0,42000;;0,10%;;;;;; R$ 3,85 ;
AGEX;São José dos Pinhais;SULINA;PR; R$ 26,70 ; R$ 32,24 ; R$ 32,24 ; R$ 36,95 ; R$ 36,95 ; R$ 42,78 ; R$ 42,78 ; R$ 47,97 ; R$ 47,97 ; R$ 47,97 ;;;0,30%;0,42000;;0,10%;;;;;; R$ 3,85 ;
AGEX;São José dos Pinhais;TAMARANA;PR; R$ 26,70 ; R$ 32,24 ; R$ 32,24 ; R$ 36,95 ; R$ 36,95 ; R$ 42,78 ; R$ 42,78 ; R$ 47,97 ; R$ 47,97 ; R$ 47,97 ;;;0,30%;0,42000;;0,10%;;;;;;;
AGEX;São José dos Pinhais;TELEMACO BORBA;PR; R$ 26,50 ; R$ 28,71 ; R$ 28,71 ; R$ 33,13 ; R$ 33,13 ; R$ 35,34 ; R$ 35,34 ; R$ 44,17 ; R$ 44,17 ; R$ 44,17 ;;;0,30%;0,44000;;0,10%;;;;;;;
AGEX;São José dos Pinhais;TIJUCAS DO SUL;PR; R$ 30,32 ; R$ 32,85 ; R$ 32,85 ; R$ 37,90 ; R$ 37,90 ; R$ 40,43 ; R$ 40,43 ; R$ 50,53 ; R$ 50,53 ; R$ 50,53 ;;;0,30%;0,50000;;0,10%;;;;;; R$ 3,85 ;
AGEX;São José dos Pinhais;TOLEDO;PR; R$ 26,50 ; R$ 28,71 ; R$ 28,71 ; R$ 33,13 ; R$ 33,13 ; R$ 35,34 ; R$ 35,34 ; R$ 44,17 ; R$ 44,17 ; R$ 44,17 ;;;0,30%;0,44000;;0,10%;;;;;;;
AGEX;São José dos Pinhais;UMUARAMA;PR; R$ 26,50 ; R$ 28,71 ; R$ 28,71 ; R$ 33,13 ; R$ 33,13 ; R$ 35,34 ; R$ 35,34 ; R$ 44,17 ; R$ 44,17 ; R$ 44,17 ;;;0,30%;0,44000;;0,10%;;;;;; R$ 3,85 ;
AGEX;São José dos Pinhais;UNIAO DA VITORIA;PR; R$ 26,50 ; R$ 28,71 ; R$ 28,71 ; R$ 33,13 ; R$ 33,13 ; R$ 35,34 ; R$ 35,34 ; R$ 44,17 ; R$ 44,17 ; R$ 44,17 ;;;0,30%;0,44000;;0,10%;;;;;; R$ 3,85 ;
AGEX;São José dos Pinhais;WENCESLAU BRAZ;PR; R$ 26,70 ; R$ 32,24 ; R$ 32,24 ; R$ 36,95 ; R$ 36,95 ; R$ 42,78 ; R$ 42,78 ; R$ 47,97 ; R$ 47,97 ; R$ 47,97 ;;;0,30%;0,42000;;0,10%;;;50%;;;;
ALFA;PORTO ALEGRE;ACEGUA;RS; R$ 35,86 ; R$ 42,95 ; R$ 42,95 ; R$ 50,02 ; R$ 50,02 ; R$ 57,08 ; R$ 57,08 ; R$ 67,72 ; R$ 67,72 ; R$ 67,72 ; R$ 85,42 ; R$ 32,30 ;0,20%;0,47920; R$ 4,40 ;0,15%; R$ 3,64 ;;50%;;;;
ALFA;PORTO ALEGRE;AGUAS CLARAS;RS; R$ 23,71 ; R$ 28,03 ; R$ 28,03 ; R$ 32,35 ; R$ 32,35 ; R$ 36,66 ; R$ 36,66 ; R$ 43,15 ; R$ 43,15 ; R$ 43,15 ; R$ 53,91 ; R$ 21,56 ;0,20%;0,29190; R$ 4,40 ;0,15%; R$ 3,64 ;;50%;;;;
ALFA;PORTO ALEGRE;ALEGRETE;RS; R$ 42,65 ; R$ 51,61 ; R$ 51,61 ; R$ 60,53 ; R$ 60,53 ; R$ 69,48 ; R$ 69,48 ; R$ 82,90 ; R$ 82,90 ; R$ 82,90 ; R$ 105,22 ; R$ 38,20 ;0,20%;0,55640; R$ 4,40 ;0,15%; R$ 3,64 ;;50%;;;;
ALFA;PORTO ALEGRE;ALVORADA;RS; R$ 20,56 ; R$ 24,32 ; R$ 24,32 ; R$ 28,06 ; R$ 28,06 ; R$ 31,80 ; R$ 31,80 ; R$ 37,43 ; R$ 37,43 ; R$ 37,43 ; R$ 46,76 ; R$ 18,71 ;0,20%;0,25320; R$ 4,40 ;0,15%; R$ 3,64 ;;50%;;;;
ALFA;JOINVILLE;ANAPOLIS;GO; R$ 78,35 ; R$ 94,87 ; R$ 94,87 ; R$ 111,35 ;R$ 111,35; R$ 127,88 ; R$ 127,88 ; R$ 152,99 ; R$ 152,99 ; R$ 152,99 ; R$ 193,84 ; R$ 70,11 ;0,20%;1,03470; R$ 4,45 ;0,15%;3,35;;50%;;;;
ALFA;JOINVILLE;ANITAPOLIS;SC; R$ 27,20 ; R$ 27,20 ; R$ 32,17 ; R$ 32,17 ;R$ 37,12; R$ 37,12 ; R$ 42,06 ; R$ 42,06 ; R$ 42,06 ; R$ 49,48 ; R$ 61,81 ; R$ 24,73 ;0,20%;0,33730; R$ 4,45 ;0,15%;3,35;;50%;;;;
ALFA;PORTO ALEGRE;ANTONIO PRADO;RS; R$ 24,57 ; R$ 29,06 ; R$ 29,06 ; R$ 33,53 ; R$ 33,53 ; R$ 37,99 ; R$ 37,99 ; R$ 44,70 ; R$ 44,70 ; R$ 44,70 ; R$ 55,83 ; R$ 42,20 ;0,20%;0,37920; R$ 4,40 ;0,15%; R$ 3,64 ;;50%;;;;
ALFA;CERQUILHO;ARAPONGAS;PR; R$ 38,42 ; R$ 46,02 ; R$ 46,02 ; R$ 53,59 ; R$ 53,59 ; R$ 61,16 ; R$ 61,16 ; R$ 72,56 ; R$ 72,56 ; R$ 72,56 ; R$ 91,52 ; R$ 34,61 ;0,20%;0,60080; R$ 4,13 ;0,15%; R$ 3,68 ;;50%;;;;
ALFA;COSMOPOLIS;ARAPONGAS;PR; R$ 36,23 ; R$ 36,23 ; R$ 36,23 ; R$ 39,31 ; R$ 39,31 ; R$ 42,12 ; R$ 42,12 ; R$ 44,95 ; R$ 47,47 ; R$ 47,47 ;; R$ 47,47 ;0,20%;0,45500; R$ 3,50 ;0,20%; R$ 3,50 ;;50%;;;;
ALFA;COTIA;ARAPONGAS;PR; R$ 44,96 ; R$ 53,86 ; R$ 53,86 ; R$ 62,72 ; R$ 62,72 ; R$ 71,58 ; R$ 71,58 ; R$ 84,92 ; R$ 84,92 ; R$ 84,92 ; R$ 107,12 ; R$ 40,51 ;0,20%;0,60090; R$ 4,58 ;0,15%; R$ 4,46 ;;50%;;;;
ALFA;GUARULHOS;ARAPONGAS;PR; R$ 36,23 ; R$ 36,23 ; R$ 36,23 ; R$ 39,31 ; R$ 39,31 ; R$ 42,12 ; R$ 42,12 ; R$ 44,95 ; R$ 47,47 ; R$ 47,47 ;; R$ 47,47 ;0,20%;0,45500; R$ 3,50 ;0,20%; R$ 3,50 ;;50%;;;;
ALFA;JOINVILLE;ARAPONGAS;PR; R$ 31,98 ; R$ 38,16 ; R$ 38,16 ; R$ 44,36 ;R$ 44,36; R$ 50,52 ; R$ 50,52 ; R$ 59,80 ; R$ 59,80 ; R$ 59,80 ; R$ 75,26 ; R$ 28,87 ;0,20%;0,42190; R$ 4,45 ;0,15%;3,35;;50%;;;;
ALFA;VARGEM GRANDE PAULISTA;ARAPONGAS;PR; R$ 44,96 ; R$ 53,86 ; R$ 53,86 ; R$ 62,72 ; R$ 62,72 ; R$ 71,58 ; R$ 71,58 ; R$ 84,92 ; R$ 84,92 ; R$ 84,92 ; R$ 107,12 ; R$ 40,51 ;0,20%;0,60090; R$ 4,58 ;0,15%; R$ 4,46 ;;50%;;;;
ALFA;EMBU DAS ARTES;ARAPONGAS;PR; R$ 44,96 ; R$ 53,86 ; R$ 53,86 ; R$ 62,72 ; R$ 62,72 ; R$ 71,58 ; R$ 71,58 ; R$ 84,92 ; R$ 84,92 ; R$ 84,92 ; R$ 107,12 ; R$ 40,51 ;0,20%;0,60090; R$ 4,58 ;0,15%;4,46;;50%;;;;
ALFA;PORTO ALEGRE;ARAPONGAS;PR; R$ 59,39 ; R$ 60,59 ; R$ 60,59 ; R$ 70,78 ; R$ 70,78 ; R$ 80,93 ; R$ 80,93 ; R$ 96,23 ; R$ 96,23 ; R$ 96,23 ; R$ 121,70 ; R$ 45,31 ;0,20%;0,63380; R$ 4,40 ;0,15%; R$ 3,64 ;;50%;;;;
ALFA;JOINVILLE;ARMAZEM;SC; R$ 32,65 ; R$ 32,65 ; R$ 38,60 ; R$ 38,60 ;R$ 44,55; R$ 44,55 ; R$ 50,46 ; R$ 50,46 ; R$ 50,46 ; R$ 59,37 ; R$ 74,19 ; R$ 29,67 ;0,20%;0,40500; R$ 4,45 ;0,15%;3,35;;50%;;;;
ALFA;PORTO ALEGRE;ARROIO DO MEIO;RS; R$ 22,86 ; R$ 27,03 ; R$ 27,03 ; R$ 31,19 ; R$ 31,19 ; R$ 35,34 ; R$ 35,34 ; R$ 41,58 ; R$ 41,58 ; R$ 41,58 ; R$ 51,94 ; R$ 20,79 ;0,20%;0,28120; R$ 4,40 ;0,15%; R$ 3,64 ;;50%;;;;
ALFA;JOINVILLE;ARROIO TRINTA;SC; R$ 32,65 ; R$ 32,65 ; R$ 38,60 ; R$ 38,60 ;R$ 44,55; R$ 44,55 ; R$ 50,46 ; R$ 50,46 ; R$ 50,46 ; R$ 59,37 ; R$ 74,19 ; R$ 29,67 ;0,20%;0,40500; R$ 4,45 ;0,15%;3,35;;50%;;;;
ALFA;JOINVILLE;BAGE;RS; R$ 50,00 ; R$ 60,12 ; R$ 60,12 ; R$ 70,22 ;R$ 70,22; R$ 80,30 ; R$ 80,30 ; R$ 95,48 ; R$ 95,48 ; R$ 95,48 ; R$ 120,75 ; R$ 44,96 ;0,20%;0,63380; R$ 4,45 ;0,15%;3,35;;50%;;;;
ALFA;PORTO ALEGRE;BAGE;RS; R$ 41,23 ; R$ 49,39 ; R$ 49,39 ; R$ 57,51 ; R$ 57,51 ; R$ 65,64 ; R$ 65,64 ; R$ 77,88 ; R$ 77,88 ; R$ 77,88 ; R$ 98,23 ; R$ 37,15 ;0,20%;0,55100; R$ 4,40 ;0,15%; R$ 3,64 ;;50%;;;;
ALFA;JOINVILLE;BALNEARIO CAMBORIU;SC; R$ 20,40 ; R$ 24,13 ; R$ 24,13 ; R$ 27,84 ;R$ 27,84; R$ 31,55 ; R$ 31,55 ; R$ 37,14 ; R$ 37,14 ; R$ 37,14 ; R$ 46,40 ; R$ 18,56 ;0,20%;0,25320; R$ 4,45 ;0,15%;3,35;;50%;;;;
ALFA;PORTO ALEGRE;BALNEARIO PINHAL;RS; R$ 22,91 ; R$ 27,10 ; R$ 27,10 ; R$ 31,27 ; R$ 31,27 ; R$ 35,43 ; R$ 35,43 ; R$ 41,68 ; R$ 41,68 ; R$ 41,68 ; R$ 52,07 ; R$ 20,84 ;0,20%;0,28190; R$ 4,40 ;0,15%; R$ 3,64 ;;50%;;;;
ALFA;PORTO ALEGRE;BARAO DE COTEGIPE;RS; R$ 31,63 ; R$ 37,39 ; R$ 37,39 ; R$ 43,15 ; R$ 43,15 ; R$ 48,88 ; R$ 48,88 ; R$ 57,51 ; R$ 57,51 ; R$ 57,51 ; R$ 71,86 ; R$ 28,75 ;0,20%;0,38910; R$ 4,40 ;0,15%; R$ 3,64 ;;50%;;;;
ALFA;JOINVILLE;BAURU;SP; R$ 50,75 ; R$ 50,75 ; R$ 61,42 ; R$ 61,42 ;R$ 72,03; R$ 72,03 ; R$ 68,94 ; R$ 82,25 ; R$ 82,25 ; R$ 82,25 ; R$ 104,40 ; R$ 37,90 ;0,20%;0,55640; R$ 4,45 ;0,15%;3,35;;50%;;;;
ALFA;JOINVILLE;BELA VISTA DO TOLDO;SC; R$ 32,65 ; R$ 32,65 ; R$ 38,60 ; R$ 38,60 ;R$ 44,55; R$ 44,55 ; R$ 50,46 ; R$ 50,46 ; R$ 50,46 ; R$ 59,37 ; R$ 74,19 ; R$ 29,67 ;0,20%;0,40500; R$ 4,45 ;0,15%;3,35;;50%;;;;
ALFA;JOINVILLE;BELO HORIZONTE;MG; R$ 72,81 ; R$ 87,22 ; R$ 87,22 ; R$ 101,64 ;R$ 101,64; R$ 116,06 ; R$ 116,06 ; R$ 137,72 ; R$ 137,72 ; R$ 137,72 ; R$ 173,77 ; R$ 65,57 ;0,20%;0,90480; R$ 4,45 ;0,15%;3,16;;50%;;;;
ALFA;JOINVILLE;BENTO GONCALVES;RS; R$ 31,98 ; R$ 38,16 ; R$ 38,16 ; R$ 44,36 ;R$ 44,36; R$ 50,52 ; R$ 50,52 ; R$ 59,80 ; R$ 59,80 ; R$ 59,80 ; R$ 75,26 ; R$ 28,87 ;0,20%;0,42190; R$ 4,45 ;0,15%;3,35;;50%;;;;
ALFA;PORTO ALEGRE;BENTO GONCALVES;RS; R$ 26,35 ; R$ 31,16 ; R$ 31,16 ; R$ 35,95 ; R$ 35,95 ; R$ 40,75 ; R$ 40,75 ; R$ 47,93 ; R$ 47,93 ; R$ 47,93 ; R$ 59,88 ; R$ 23,96 ;0,20%;0,32420; R$ 4,40 ;0,15%; R$ 3,64 ;;50%;;;;
ALFA;PORTO ALEGRE;BOZANO;RS; R$ 37,15 ; R$ 44,34 ; R$ 44,34 ; R$ 51,54 ; R$ 51,54 ; R$ 58,70 ; R$ 58,70 ; R$ 69,48 ; R$ 69,48 ; R$ 69,48 ; R$ 87,45 ; R$ 33,55 ;0,20%;0,48630; R$ 4,40 ;0,15%; R$ 3,64 ;;50%;;;;
ALFA;PORTO ALEGRE;BRACO DO NORTE;SC; R$ 27,43 ; R$ 32,43 ; R$ 32,43 ; R$ 37,43 ; R$ 37,43 ; R$ 42,40 ; R$ 42,40 ; R$ 49,89 ; R$ 49,89 ; R$ 49,89 ; R$ 62,34 ; R$ 24,94 ;0,20%;0,33750; R$ 4,40 ;0,15%; R$ 3,64 ;;50%;;;;
ALFA;Joinville;BRASILIA;DF; R$ 83,05 ; R$ 100,56 ; R$ 100,56 ; R$ 118,03 ;R$ 118,03; R$ 135,55 ; R$ 135,55 ; R$ 161,74 ; R$ 161,74 ; R$ 161,74 ; R$ 205,47 ; R$ 74,31 ;0,20%;1,09680; R$ 4,45 ;0,15%;3,16;;50%;;;;
ALFA;JOINVILLE;CACADOR;SC; R$ 32,65 ; R$ 32,65 ; R$ 38,60 ; R$ 38,60 ;R$ 44,55; R$ 44,55 ; R$ 50,46 ; R$ 50,46 ; R$ 50,46 ; R$ 59,37 ; R$ 74,19 ; R$ 29,67 ;0,20%;0,40500; R$ 4,45 ;0,15%;3,35;;50%;;;;
ALFA;PORTO ALEGRE;CACEQUI;RS; R$ 35,77 ; R$ 42,84 ; R$ 42,84 ; R$ 49,89 ; R$ 49,89 ; R$ 56,94 ; R$ 56,94 ; R$ 67,55 ; R$ 67,55 ; R$ 67,55 ; R$ 85,21 ;;0,20%;0,47800; R$ 4,40 ;0,15%; R$ 3,64 ;;50%;;;;
ALFA;PORTO ALEGRE;CACHOEIRINHA;RS; R$ 20,56 ; R$ 24,32 ; R$ 24,32 ; R$ 28,06 ; R$ 28,06 ; R$ 31,80 ; R$ 31,80 ; R$ 37,43 ; R$ 37,43 ; R$ 37,43 ; R$ 46,76 ; R$ 18,71 ;0,20%;0,25320; R$ 4,40 ;0,15%; R$ 3,64 ;;50%;;;;
ALFA;JOINVILLE;CACHOEIRO DE ITAPEMIRIM;ES; R$ 93,84 ; R$ 74,31 ; R$ 115,76 ; R$ 115,76 ;R$ 138,10;R$ 138,10;R$ 160,82;R$ 160,82;R$ 160,82; R$ 198,98 ;R$ 248,86; R$ 83,41 ;0,20%;1,38230; R$ 4,45 ;0,15%;3,16;;50%;;;;
ALFA;PORTO ALEGRE;CAMAQUA;RS; R$ 26,35 ; R$ 31,16 ; R$ 31,16 ; R$ 35,95 ; R$ 35,95 ; R$ 40,75 ; R$ 40,75 ; R$ 47,93 ; R$ 47,93 ; R$ 47,93 ; R$ 59,88 ; R$ 23,96 ;0,20%;0,32420; R$ 4,40 ;0,15%; R$ 3,64 ;;50%;;;;
ALFA;JOINVILLE;CAMPINAS;SP; R$ 42,56 ; R$ 42,56 ; R$ 50,99 ; R$ 50,99 ;R$ 59,37; R$ 59,37 ; R$ 67,76 ; R$ 67,76 ; R$ 67,76 ; R$ 80,39 ; R$ 101,40 ; R$ 38,34 ;0,20%;0,57350; R$ 4,45 ;0,15%;3,68;;50%;;;;
ALFA;CHAPECO;CAMPOS NOVOS;SC; R$ 40,97 ; R$ 48,89 ; R$ 48,89 ; R$ 56,83 ; R$ 56,83 ; R$ 64,73 ; R$ 64,73 ; R$ 76,62 ; R$ 76,62 ; R$ 76,62 ; R$ 96,43 ; R$ 36,99 ;0,20%;0,53630; R$ 4,13 ;0,15%;3,68;;50%;;;;
ALFA;JOINVILLE;CAMPOS NOVOS;SC; R$ 32,65 ; R$ 32,65 ; R$ 38,60 ; R$ 38,60 ;R$ 44,55; R$ 44,55 ; R$ 50,46 ; R$ 50,46 ; R$ 50,46 ; R$ 59,37 ; R$ 74,19 ; R$ 29,67 ;0,20%;0,40500; R$ 4,45 ;0,15%;3,35;;50%;;;;
ALFA;PORTO ALEGRE;CANOAS;RS; R$ 23,71 ; R$ 28,03 ; R$ 28,03 ; R$ 32,35 ; R$ 32,35 ; R$ 36,66 ; R$ 36,66 ; R$ 43,15 ; R$ 43,15 ; R$ 43,15 ; R$ 53,91 ; R$ 21,56 ;0,20%;0,29190; R$ 4,40 ;0,15%; R$ 3,64 ;;50%;;;;
ALFA;JOINVILLE;CANOAS;RS; R$ 37,62 ; R$ 37,62 ; R$ 45,06 ; R$ 45,06 ; R$ 52,47 ; R$ 52,47 ; R$ 59,88 ; R$ 59,88 ; R$ 71,05 ; R$ 71,05 ; R$ 89,61 ; R$ 33,80 ;0,20%;0,50680; R$ 4,45 ;0,15%;3,16;;50%;;;;
ALFA;JOINVILLE;CANOINHAS;SC; R$ 27,20 ; R$ 27,20 ; R$ 32,17 ; R$ 32,17 ;R$ 37,12; R$ 37,12 ; R$ 42,06 ; R$ 42,06 ; R$ 42,06 ; R$ 49,48 ; R$ 61,81 ; R$ 24,73 ;0,20%;0,33730; R$ 4,45 ;0,15%;3,35;;50%;;;;
ALFA;JOINVILLE;CAPAO ALTO;SC; R$ 32,65 ; R$ 32,65 ; R$ 38,60 ; R$ 38,60 ;R$ 44,55; R$ 44,55 ; R$ 50,46 ; R$ 50,46 ; R$ 50,46 ; R$ 59,37 ; R$ 74,19 ; R$ 29,67 ;0,20%;0,40500; R$ 4,45 ;0,15%;3,35;;50%;;;;
ALFA;PORTO ALEGRE;CAPAO DA CANOA;RS; R$ 22,86 ; R$ 27,03 ; R$ 27,03 ; R$ 31,19 ; R$ 31,19 ; R$ 35,34 ; R$ 35,34 ; R$ 41,58 ; R$ 41,58 ; R$ 51,94 ; R$ 51,94 ; R$ 20,79 ;0,20%;0,28120; R$ 4,40 ;0,15%; R$ 3,64 ;;50%;;;;
ALFA;PORTO ALEGRE;CARAZINHO;RS; R$ 31,63 ; R$ 37,39 ; R$ 37,39 ; R$ 43,15 ; R$ 43,15 ; R$ 48,88 ; R$ 48,88 ; R$ 57,51 ; R$ 57,51 ; R$ 57,51 ; R$ 71,86 ; R$ 28,75 ;0,20%;0,38910; R$ 4,40 ;0,15%; R$ 3,64 ;;50%;;;;
ALFA;PORTO ALEGRE;CASCA;RS; R$ 22,86 ; R$ 27,03 ; R$ 27,03 ; R$ 31,19 ; R$ 31,19 ; R$ 35,34 ; R$ 35,34 ; R$ 41,58 ; R$ 41,58 ; R$ 41,58 ; R$ 51,94 ; R$ 20,79 ;0,20%;0,28120; R$ 4,40 ;0,15%; R$ 3,64 ;;50%;;;;
ALFA;JOINVILLE;CATALAO;GO; R$ 68,69 ; R$ 82,28 ; R$ 82,28 ; R$ 95,89 ;R$ 95,89; R$ 109,49 ; R$ 109,49 ; R$ 129,93 ; R$ 129,93 ; R$ 129,93 ; R$ 163,94 ; R$ 61,86 ;0,20%;0,85360; R$ 4,45 ;0,15%;3,35;;50%;;;;
